"","BR-A-Control_counts.txt","BR-A-Mutant_counts.txt","BR-B-Control_counts.txt","BR-B-Mutant_counts.txt","BR-C-Control_counts.txt","BR-C-Mutant_counts.txt"
"ENSMUSG00000024426",2374,2393,2115,2625,2406,2414
"ENSMUSG00000024427",14,62,34,37,19,45
"ENSMUSG00000024429",150,204,182,221,162,173
"ENSMUSG00000024430",24,27,27,27,40,32
"ENSMUSG00000024431",26,46,33,34,25,22
"ENSMUSG00000024436",22,21,14,28,17,16
"ENSMUSG00000024437",4,2,4,6,0,6
"ENSMUSG00000024440",3,7,2,1,0,3
"ENSMUSG00000024442",216,218,177,262,173,221
"ENSMUSG00000024446",59,81,65,90,79,76
"ENSMUSG00000024448",0,0,0,0,0,0
"ENSMUSG00000024451",8,12,5,6,9,9
"ENSMUSG00000024454",424,510,447,541,472,465
"ENSMUSG00000024456",389,421,311,443,362,380
"ENSMUSG00000024457",335,448,393,364,376,384
"ENSMUSG00000024459",51,53,69,58,69,60
"ENSMUSG00000024462",2798,2948,2760,3073,2653,2782
"ENSMUSG00000024471",0,0,1,1,0,0
"ENSMUSG00000024472",1104,972,1054,1041,998,993
"ENSMUSG00000024474",885,1066,1020,1132,953,1009
"ENSMUSG00000024477",327,349,387,344,391,288
"ENSMUSG00000024479",8,18,16,9,6,8
"ENSMUSG00000024480",30,24,22,32,34,18
"ENSMUSG00000024481",5,3,1,1,0,1
"ENSMUSG00000024483",1766,1965,1776,1945,1663,1920
"ENSMUSG00000024485",3,3,3,1,5,2
"ENSMUSG00000024486",77,96,57,50,50,63
"ENSMUSG00000024487",226,222,176,221,236,213
"ENSMUSG00000024491",1206,1147,1137,1230,1236,1169
"ENSMUSG00000024493",637,668,536,712,592,622
"ENSMUSG00000024497",1,1,1,5,2,0
"ENSMUSG00000024498",1410,1644,1417,1619,1516,1490
"ENSMUSG00000024500",555,675,635,674,572,708
"ENSMUSG00000024501",7105,7226,6860,7498,7192,7252
"ENSMUSG00000024502",1413,1603,1570,1727,1494,1550
"ENSMUSG00000024503",0,0,0,0,0,0
"ENSMUSG00000024505",41,25,38,31,44,35
"ENSMUSG00000024507",389,519,512,512,427,417
"ENSMUSG00000024510",0,0,0,0,0,0
"ENSMUSG00000024511",74,77,60,57,48,69
"ENSMUSG00000024512",0,0,1,0,0,0
"ENSMUSG00000024513",202,244,193,223,224,186
"ENSMUSG00000024515",555,554,584,594,630,559
"ENSMUSG00000024516",141,166,157,147,150,167
"ENSMUSG00000024517",26,20,27,26,30,16
"ENSMUSG00000024518",0,0,0,0,0,0
"ENSMUSG00000024519",0,0,1,0,0,0
"ENSMUSG00000024521",9,8,7,8,9,17
"ENSMUSG00000024524",1239,1359,1324,1318,1011,1391
"ENSMUSG00000024525",5,8,5,2,5,9
"ENSMUSG00000024526",0,0,0,0,0,1
"ENSMUSG00000024527",473,558,489,524,436,507
"ENSMUSG00000024528",134,150,154,149,192,150
"ENSMUSG00000024529",2,1,8,4,5,1
"ENSMUSG00000024530",250,279,201,217,250,269
"ENSMUSG00000024532",0,0,0,0,0,0
"ENSMUSG00000024533",1481,1518,1417,1564,1386,1415
"ENSMUSG00000024534",445,477,477,520,538,415
"ENSMUSG00000024535",174,187,181,183,194,191
"ENSMUSG00000024537",110,110,97,127,133,135
"ENSMUSG00000024538",21,23,17,23,19,7
"ENSMUSG00000024539",307,371,321,359,345,315
"ENSMUSG00000024542",712,680,631,605,619,700
"ENSMUSG00000024544",62,54,58,61,56,49
"ENSMUSG00000024546",0,0,0,0,0,0
"ENSMUSG00000024548",2570,2663,2548,2741,2349,2617
"ENSMUSG00000024552",1,0,2,1,3,1
"ENSMUSG00000024553",1,10,4,2,0,1
"ENSMUSG00000024556",276,314,292,356,296,267
"ENSMUSG00000024558",357,379,365,425,404,356
"ENSMUSG00000024560",308,363,378,450,328,325
"ENSMUSG00000024561",192,209,164,198,179,158
"ENSMUSG00000024563",965,947,879,898,924,858
"ENSMUSG00000024565",128,142,116,57,99,114
"ENSMUSG00000024566",298,344,312,292,331,319
"ENSMUSG00000024570",28,39,31,36,34,38
"ENSMUSG00000024571",451,520,489,626,440,421
"ENSMUSG00000024575",0,0,1,0,1,0
"ENSMUSG00000024576",4279,4367,3986,4452,4486,4139
"ENSMUSG00000024578",0,0,2,0,0,1
"ENSMUSG00000024579",205,245,184,347,201,215
"ENSMUSG00000024580",294,338,297,328,312,289
"ENSMUSG00000024581",550,622,549,590,527,564
"ENSMUSG00000024583",833,985,881,863,909,755
"ENSMUSG00000024587",1026,1220,1126,1165,1045,1020
"ENSMUSG00000024588",168,193,200,172,149,178
"ENSMUSG00000024589",3341,3323,3129,3665,3180,3220
"ENSMUSG00000024590",613,665,726,721,604,571
"ENSMUSG00000024592",95,117,85,138,156,116
"ENSMUSG00000024593",257,213,257,148,164,221
"ENSMUSG00000024594",599,703,622,663,668,616
"ENSMUSG00000024597",512,620,569,560,548,577
"ENSMUSG00000024598",167,231,166,197,161,170
"ENSMUSG00000024600",8,3,12,7,13,1
"ENSMUSG00000024601",410,406,410,431,376,398
"ENSMUSG00000024603",1573,1637,1592,1752,1584,1522
"ENSMUSG00000024604",468,575,508,565,534,488
"ENSMUSG00000024608",64,64,59,85,55,68
"ENSMUSG00000024610",5,1,4,0,2,2
"ENSMUSG00000024613",260,252,235,242,199,213
"ENSMUSG00000024614",254,231,259,199,257,226
"ENSMUSG00000024617",166,182,191,257,212,184
"ENSMUSG00000024619",0,0,0,0,0,0
"ENSMUSG00000024620",11,28,16,8,6,10
"ENSMUSG00000024621",14,17,16,8,14,6
"ENSMUSG00000024622",252,277,208,290,251,311
"ENSMUSG00000024639",3372,3495,3568,3585,3621,3367
"ENSMUSG00000024640",346,464,340,318,336,358
"ENSMUSG00000024642",1366,1511,1321,1643,1485,1312
"ENSMUSG00000024644",124,159,130,162,146,117
"ENSMUSG00000024645",84,101,72,96,99,107
"ENSMUSG00000024646",206,220,175,221,168,199
"ENSMUSG00000024647",730,742,695,848,577,767
"ENSMUSG00000024650",0,0,0,0,0,2
"ENSMUSG00000024653",0,0,0,0,0,0
"ENSMUSG00000024654",162,180,111,161,155,165
"ENSMUSG00000024658",0,0,0,0,0,1
"ENSMUSG00000024659",0,1,2,0,0,0
"ENSMUSG00000024660",75,77,95,104,75,86
"ENSMUSG00000024661",476,484,425,518,437,475
"ENSMUSG00000024663",46,46,62,52,38,53
"ENSMUSG00000024664",76,76,88,82,111,98
"ENSMUSG00000024665",365,368,343,432,361,370
"ENSMUSG00000024666",105,121,76,128,113,102
"ENSMUSG00000024667",123,142,94,146,145,131
"ENSMUSG00000024668",320,311,291,375,334,302
"ENSMUSG00000024669",1,1,2,1,5,1
"ENSMUSG00000024670",0,0,1,0,0,0
"ENSMUSG00000024671",2,0,0,0,0,1
"ENSMUSG00000024672",2,0,1,0,1,0
"ENSMUSG00000024673",0,0,0,0,0,0
"ENSMUSG00000024675",0,0,0,0,0,0
"ENSMUSG00000024677",0,1,0,0,0,0
"ENSMUSG00000024678",0,2,0,0,0,0
"ENSMUSG00000024679",0,1,0,0,2,0
"ENSMUSG00000024680",2,1,5,3,4,2
"ENSMUSG00000024681",0,0,1,0,0,0
"ENSMUSG00000024682",0,0,1,2,0,0
"ENSMUSG00000024683",166,221,146,218,179,164
"ENSMUSG00000024687",660,730,691,808,690,711
"ENSMUSG00000024691",122,108,94,97,113,105
"ENSMUSG00000024694",0,0,0,0,0,0
"ENSMUSG00000024695",1000,1063,980,1049,996,868
"ENSMUSG00000024696",0,0,2,6,1,1
"ENSMUSG00000024697",1,1,2,2,0,7
"ENSMUSG00000024712",444,435,419,414,511,433
"ENSMUSG00000024713",159,128,161,149,39,141
"ENSMUSG00000024725",35,32,35,45,43,43
"ENSMUSG00000024726",8,5,6,6,16,8
"ENSMUSG00000024727",2,2,6,7,1,2
"ENSMUSG00000024728",0,0,1,1,0,0
"ENSMUSG00000024729",0,0,0,0,0,0
"ENSMUSG00000024730",0,0,0,0,1,0
"ENSMUSG00000024731",0,0,0,0,0,0
"ENSMUSG00000024732",74,58,63,66,69,74
"ENSMUSG00000024734",0,0,0,1,1,0
"ENSMUSG00000024735",249,292,272,287,233,237
"ENSMUSG00000024736",192,187,153,225,152,217
"ENSMUSG00000024737",15,23,16,10,22,18
"ENSMUSG00000024738",0,0,0,1,1,0
"ENSMUSG00000024740",1507,1628,1400,1843,1642,1611
"ENSMUSG00000024742",1,1,1,1,2,2
"ENSMUSG00000024743",921,996,760,873,843,956
"ENSMUSG00000024747",1,0,0,2,2,2
"ENSMUSG00000024749",1,2,1,3,0,0
"ENSMUSG00000024750",1168,1038,1042,1057,1097,1125
"ENSMUSG00000024754",1485,1565,1327,1848,1495,1435
"ENSMUSG00000024757",0,0,0,0,0,0
"ENSMUSG00000024758",3831,3924,3582,3881,3619,3996
"ENSMUSG00000024759",535,619,467,543,480,559
"ENSMUSG00000024761",11,20,22,22,24,20
"ENSMUSG00000024764",248,292,200,349,296,233
"ENSMUSG00000024766",22,37,30,22,20,35
"ENSMUSG00000024767",512,505,377,629,470,534
"ENSMUSG00000024768",0,0,0,1,0,0
"ENSMUSG00000024769",39,30,44,44,36,32
"ENSMUSG00000024770",0,0,0,0,0,0
"ENSMUSG00000024771",0,0,1,1,0,0
"ENSMUSG00000024772",336,426,319,526,374,418
"ENSMUSG00000024773",269,289,229,289,241,284
"ENSMUSG00000024774",0,0,0,0,0,0
"ENSMUSG00000024776",98,75,94,65,63,96
"ENSMUSG00000024777",200,244,171,233,202,189
"ENSMUSG00000024778",0,0,0,0,0,0
"ENSMUSG00000024780",854,989,918,931,912,833
"ENSMUSG00000024781",100,166,158,175,146,153
"ENSMUSG00000024782",418,448,442,440,404,462
"ENSMUSG00000024784",3,1,4,4,2,0
"ENSMUSG00000024785",67,64,64,75,35,65
"ENSMUSG00000024786",7,2,3,4,6,7
"ENSMUSG00000024787",111,117,134,152,139,142
"ENSMUSG00000024789",702,741,739,723,704,705
"ENSMUSG00000024790",45,38,33,49,26,40
"ENSMUSG00000024791",5,11,3,2,5,6
"ENSMUSG00000024792",83,91,71,79,86,77
"ENSMUSG00000024793",8,2,6,6,5,8
"ENSMUSG00000024795",78,65,89,78,96,79
"ENSMUSG00000024797",124,141,109,174,143,128
"ENSMUSG00000024798",14,29,22,11,7,11
"ENSMUSG00000024799",288,317,279,307,286,305
"ENSMUSG00000024800",91,115,115,109,110,108
"ENSMUSG00000024803",0,0,0,0,0,1
"ENSMUSG00000024805",5,7,7,2,8,2
"ENSMUSG00000024806",0,1,1,0,0,1
"ENSMUSG00000024807",492,426,417,517,473,487
"ENSMUSG00000024810",0,2,1,1,1,0
"ENSMUSG00000024811",3228,3156,3037,3353,2987,3023
"ENSMUSG00000024812",74,78,69,57,46,66
"ENSMUSG00000024815",0,0,1,0,0,0
"ENSMUSG00000024816",32,34,26,34,30,35
"ENSMUSG00000024817",1283,1239,1205,1281,1289,1166
"ENSMUSG00000024818",0,2,2,0,1,5
"ENSMUSG00000024824",83,115,89,97,114,93
"ENSMUSG00000024826",605,569,555,688,619,587
"ENSMUSG00000024827",20,27,26,20,25,25
"ENSMUSG00000024829",89,62,59,71,72,77
"ENSMUSG00000024830",270,279,238,305,308,277
"ENSMUSG00000024831",63,77,59,86,97,61
"ENSMUSG00000024833",48,60,48,55,49,46
"ENSMUSG00000024835",232,276,195,252,203,250
"ENSMUSG00000024837",0,0,1,0,0,0
"ENSMUSG00000024841",571,564,532,679,595,503
"ENSMUSG00000024842",2,8,3,7,12,3
"ENSMUSG00000024843",1012,1064,900,952,932,971
"ENSMUSG00000024844",227,241,163,287,227,208
"ENSMUSG00000024845",74,87,76,91,95,94
"ENSMUSG00000024846",7,5,5,7,0,0
"ENSMUSG00000024847",145,205,176,216,199,200
"ENSMUSG00000024851",321,297,258,309,252,303
"ENSMUSG00000024853",1039,1122,1065,1299,1071,1060
"ENSMUSG00000024854",21,35,17,42,18,29
"ENSMUSG00000024855",1086,1057,940,1117,982,1053
"ENSMUSG00000024856",73,62,36,51,49,45
"ENSMUSG00000024857",0,0,0,0,0,0
"ENSMUSG00000024858",235,213,183,240,182,244
"ENSMUSG00000024862",361,413,279,459,345,356
"ENSMUSG00000024863",0,0,0,0,0,0
"ENSMUSG00000024866",1,0,1,0,1,0
"ENSMUSG00000024867",10,8,13,14,10,10
"ENSMUSG00000024868",1,1,2,3,1,0
"ENSMUSG00000024869",46,51,43,66,42,27
"ENSMUSG00000024870",348,286,237,409,262,340
"ENSMUSG00000024871",30,63,41,49,37,45
"ENSMUSG00000024873",359,379,388,443,426,324
"ENSMUSG00000024875",42,53,37,47,34,42
"ENSMUSG00000024878",74,99,72,89,74,62
"ENSMUSG00000024883",13,9,9,16,19,19
"ENSMUSG00000024885",6,3,0,7,4,1
"ENSMUSG00000024887",60,56,60,45,47,51
"ENSMUSG00000024889",77,45,58,65,60,60
"ENSMUSG00000024891",128,119,102,133,121,144
"ENSMUSG00000024892",40,44,40,41,29,35
"ENSMUSG00000024893",30,45,22,31,22,24
"ENSMUSG00000024896",130,152,158,133,130,129
"ENSMUSG00000024897",1070,1104,898,1176,842,1100
"ENSMUSG00000024899",33,35,23,24,30,29
"ENSMUSG00000024900",34,41,53,53,32,33
"ENSMUSG00000024901",80,89,75,79,72,102
"ENSMUSG00000024902",210,222,158,258,201,188
"ENSMUSG00000024903",1,0,1,0,0,0
"ENSMUSG00000024905",1,0,1,0,4,0
"ENSMUSG00000024906",67,52,55,52,56,70
"ENSMUSG00000024907",5,9,11,12,15,18
"ENSMUSG00000024908",1277,1290,1237,1375,1227,1210
"ENSMUSG00000024909",45,62,36,50,51,56
"ENSMUSG00000024910",21,11,11,14,10,15
"ENSMUSG00000024911",162,234,171,201,182,146
"ENSMUSG00000024912",2,1,0,3,2,1
"ENSMUSG00000024913",29,33,29,23,11,31
"ENSMUSG00000024914",123,133,100,150,101,151
"ENSMUSG00000024921",1056,1081,1105,1074,815,1018
"ENSMUSG00000024922",6,15,6,13,15,7
"ENSMUSG00000024924",1148,1450,1239,1333,1150,1346
"ENSMUSG00000024925",77,74,62,83,50,79
"ENSMUSG00000024926",247,275,193,298,295,272
"ENSMUSG00000024927",130,94,87,115,94,92
"ENSMUSG00000024935",421,531,420,425,327,503
"ENSMUSG00000024936",3,0,3,0,3,0
"ENSMUSG00000024937",91,104,103,111,103,102
"ENSMUSG00000024939",1,0,0,0,0,1
"ENSMUSG00000024940",64,41,60,47,53,31
"ENSMUSG00000024941",216,210,210,242,171,209
"ENSMUSG00000024942",13,19,14,18,24,27
"ENSMUSG00000024943",693,691,738,701,617,690
"ENSMUSG00000024944",198,211,167,250,179,197
"ENSMUSG00000024947",316,342,334,428,344,338
"ENSMUSG00000024948",235,261,318,282,225,250
"ENSMUSG00000024949",1745,1813,1527,2039,1861,1715
"ENSMUSG00000024952",11,12,5,9,6,7
"ENSMUSG00000024953",223,241,180,256,166,238
"ENSMUSG00000024955",36,36,33,44,42,32
"ENSMUSG00000024957",7,3,4,4,5,1
"ENSMUSG00000024958",113,128,68,130,122,134
"ENSMUSG00000024959",131,122,86,174,113,126
"ENSMUSG00000024960",52,89,63,65,51,66
"ENSMUSG00000024962",126,135,110,135,99,113
"ENSMUSG00000024963",58,65,47,72,51,66
"ENSMUSG00000024965",16,16,11,11,11,11
"ENSMUSG00000024966",745,731,774,826,739,683
"ENSMUSG00000024968",406,373,322,492,420,400
"ENSMUSG00000024969",776,911,723,990,852,906
"ENSMUSG00000024970",175,218,188,168,163,190
"ENSMUSG00000024972",9,7,5,3,7,5
"ENSMUSG00000024973",0,0,1,0,0,0
"ENSMUSG00000024974",1998,2188,2071,2221,2012,1987
"ENSMUSG00000024975",531,463,451,530,505,464
"ENSMUSG00000024976",1677,1941,1772,1922,1849,1712
"ENSMUSG00000024978",383,441,405,419,360,395
"ENSMUSG00000024979",0,0,0,0,0,0
"ENSMUSG00000024981",134,169,124,140,112,148
"ENSMUSG00000024982",134,149,120,133,119,114
"ENSMUSG00000024983",435,518,534,537,445,536
"ENSMUSG00000024985",15,15,9,11,13,20
"ENSMUSG00000024986",1,1,0,0,0,1
"ENSMUSG00000024987",0,1,2,0,0,0
"ENSMUSG00000024989",6,15,9,7,10,7
"ENSMUSG00000024990",0,0,0,2,0,0
"ENSMUSG00000024991",3075,3267,2959,3339,2979,3107
"ENSMUSG00000024992",1,1,2,4,0,1
"ENSMUSG00000024993",237,264,211,265,275,199
"ENSMUSG00000024997",148,158,142,175,168,162
"ENSMUSG00000024998",61,65,63,36,46,45
"ENSMUSG00000024999",321,328,307,340,295,296
"ENSMUSG00000025001",152,138,117,105,124,117
"ENSMUSG00000025002",2,0,0,2,1,4
"ENSMUSG00000025003",0,0,0,0,0,0
"ENSMUSG00000025004",0,0,0,0,0,0
"ENSMUSG00000025006",803,801,765,768,685,786
"ENSMUSG00000025007",387,467,353,491,397,412
"ENSMUSG00000025008",116,149,138,99,93,102
"ENSMUSG00000025010",481,572,525,595,573,466
"ENSMUSG00000025013",2,3,3,9,3,9
"ENSMUSG00000025014",1,0,1,0,0,0
"ENSMUSG00000025016",1542,1733,1573,1680,1617,1528
"ENSMUSG00000025017",3,13,7,9,3,5
"ENSMUSG00000025019",1991,2037,1961,2209,2398,2040
"ENSMUSG00000025020",581,522,549,503,464,452
"ENSMUSG00000025024",188,272,225,245,252,206
"ENSMUSG00000025025",520,455,423,587,555,472
"ENSMUSG00000025026",93,102,97,90,81,109
"ENSMUSG00000025027",226,256,247,279,218,269
"ENSMUSG00000025034",515,450,379,551,434,490
"ENSMUSG00000025035",222,204,176,273,204,204
"ENSMUSG00000025036",64,53,58,71,60,63
"ENSMUSG00000025037",84,103,54,68,76,72
"ENSMUSG00000025038",9,11,17,6,7,17
"ENSMUSG00000025040",243,313,273,271,313,259
"ENSMUSG00000025041",660,735,683,809,717,646
"ENSMUSG00000025043",0,0,0,0,0,0
"ENSMUSG00000025044",0,0,0,0,0,0
"ENSMUSG00000025047",288,231,296,320,278,295
"ENSMUSG00000025049",396,459,350,451,473,355
"ENSMUSG00000025050",727,853,586,827,744,825
"ENSMUSG00000025051",0,0,0,0,0,0
"ENSMUSG00000025056",12,19,15,7,8,11
"ENSMUSG00000025058",0,0,0,0,0,0
"ENSMUSG00000025059",110,96,87,85,98,90
"ENSMUSG00000025060",1092,1255,1309,1181,1142,1115
"ENSMUSG00000025064",14,8,10,14,13,14
"ENSMUSG00000025066",541,585,573,616,568,530
"ENSMUSG00000025068",172,242,160,221,154,188
"ENSMUSG00000025069",4,5,2,3,0,6
"ENSMUSG00000025075",0,0,1,0,0,0
"ENSMUSG00000025076",78,77,64,64,48,58
"ENSMUSG00000025077",131,147,139,124,131,119
"ENSMUSG00000025078",261,273,234,277,281,228
"ENSMUSG00000025081",39,37,54,31,32,33
"ENSMUSG00000025082",6,13,11,9,9,13
"ENSMUSG00000025083",3,3,4,5,5,7
"ENSMUSG00000025085",922,1026,1166,1005,976,1132
"ENSMUSG00000025086",287,337,239,232,248,289
"ENSMUSG00000025089",867,910,829,1187,1089,897
"ENSMUSG00000025090",0,0,0,0,0,0
"ENSMUSG00000025091",0,1,0,0,0,0
"ENSMUSG00000025092",3443,3108,3351,3410,2974,3167
"ENSMUSG00000025094",150,143,160,128,170,106
"ENSMUSG00000025102",112,109,112,122,114,146
"ENSMUSG00000025103",68,91,70,81,80,77
"ENSMUSG00000025104",3055,3389,2962,3079,3124,2968
"ENSMUSG00000025105",10,8,7,10,5,5
"ENSMUSG00000025127",2,0,1,1,3,0
"ENSMUSG00000025128",387,324,312,406,378,328
"ENSMUSG00000025129",0,0,0,0,0,2
"ENSMUSG00000025130",949,1025,959,1117,994,973
"ENSMUSG00000025132",1005,959,835,1110,1014,1017
"ENSMUSG00000025133",588,678,670,720,619,724
"ENSMUSG00000025134",493,553,407,519,513,476
"ENSMUSG00000025135",119,135,120,156,96,138
"ENSMUSG00000025137",154,177,119,165,131,144
"ENSMUSG00000025138",313,374,323,412,369,346
"ENSMUSG00000025139",913,1057,898,1075,990,970
"ENSMUSG00000025140",42,78,41,74,60,60
"ENSMUSG00000025141",10,9,7,8,7,5
"ENSMUSG00000025142",134,146,95,115,118,119
"ENSMUSG00000025144",52,81,68,72,57,72
"ENSMUSG00000025145",356,453,368,428,348,388
"ENSMUSG00000025147",61,75,63,91,79,71
"ENSMUSG00000025150",0,0,0,0,1,0
"ENSMUSG00000025151",4055,4063,3692,4257,4001,4088
"ENSMUSG00000025153",2235,2206,1963,2424,1954,2324
"ENSMUSG00000025154",96,111,117,111,89,95
"ENSMUSG00000025155",76,107,109,117,86,101
"ENSMUSG00000025156",52,62,78,84,66,60
"ENSMUSG00000025157",48,78,73,98,69,74
"ENSMUSG00000025158",367,321,251,404,305,340
"ENSMUSG00000025159",572,707,513,619,529,580
"ENSMUSG00000025161",27,11,17,24,28,21
"ENSMUSG00000025162",1779,1713,1423,2016,1794,1667
"ENSMUSG00000025163",0,0,0,0,0,1
"ENSMUSG00000025165",0,0,0,0,0,0
"ENSMUSG00000025169",46,72,51,68,50,57
"ENSMUSG00000025170",28,30,28,19,15,18
"ENSMUSG00000025171",16,11,12,27,23,25
"ENSMUSG00000025172",1,2,3,2,0,0
"ENSMUSG00000025173",153,153,127,145,129,148
"ENSMUSG00000025175",115,107,74,109,74,128
"ENSMUSG00000025176",8,15,16,7,18,8
"ENSMUSG00000025178",367,405,396,463,407,420
"ENSMUSG00000025184",234,240,242,297,254,261
"ENSMUSG00000025185",11,4,12,8,15,9
"ENSMUSG00000025188",99,130,102,135,96,129
"ENSMUSG00000025189",141,128,113,133,151,128
"ENSMUSG00000025190",640,660,657,656,572,654
"ENSMUSG00000025192",481,481,403,505,482,394
"ENSMUSG00000025193",16,19,27,25,25,23
"ENSMUSG00000025194",3,0,1,2,3,1
"ENSMUSG00000025195",71,79,66,79,61,109
"ENSMUSG00000025196",1,0,0,0,0,0
"ENSMUSG00000025197",0,0,1,0,0,1
"ENSMUSG00000025198",232,250,212,253,246,255
"ENSMUSG00000025199",827,762,744,792,750,755
"ENSMUSG00000025200",203,263,199,291,223,247
"ENSMUSG00000025201",13,21,10,10,7,13
"ENSMUSG00000025202",80,94,75,107,85,102
"ENSMUSG00000025203",4103,3889,3548,4021,3796,3792
"ENSMUSG00000025204",245,250,189,234,221,235
"ENSMUSG00000025207",966,1030,937,1107,874,1052
"ENSMUSG00000025208",184,202,185,223,179,186
"ENSMUSG00000025209",134,142,98,159,157,149
"ENSMUSG00000025212",802,797,777,889,770,797
"ENSMUSG00000025213",9,0,2,2,3,4
"ENSMUSG00000025215",0,2,2,1,0,0
"ENSMUSG00000025216",8,13,4,5,1,1
"ENSMUSG00000025217",680,778,684,848,701,666
"ENSMUSG00000025218",41,50,31,61,33,47
"ENSMUSG00000025219",0,0,0,0,0,0
"ENSMUSG00000025220",2547,2712,2488,2638,2560,2625
"ENSMUSG00000025221",29,17,23,28,22,29
"ENSMUSG00000025223",838,949,784,1121,920,874
"ENSMUSG00000025224",1524,1455,1341,1729,1378,1414
"ENSMUSG00000025225",1,4,6,1,0,2
"ENSMUSG00000025226",19,40,25,43,33,37
"ENSMUSG00000025227",123,106,63,128,101,111
"ENSMUSG00000025228",1286,1347,1214,1483,1335,1270
"ENSMUSG00000025229",0,0,1,0,0,0
"ENSMUSG00000025231",230,182,213,259,219,227
"ENSMUSG00000025232",108,137,86,153,98,115
"ENSMUSG00000025234",2325,2322,2308,2402,2463,2152
"ENSMUSG00000025235",267,282,250,289,268,293
"ENSMUSG00000025236",128,175,133,191,145,157
"ENSMUSG00000025237",1150,1191,1060,1322,1097,1182
"ENSMUSG00000025239",91,113,148,146,131,108
"ENSMUSG00000025240",369,421,397,380,348,391
"ENSMUSG00000025241",115,100,125,93,129,134
"ENSMUSG00000025243",29,29,18,28,23,20
"ENSMUSG00000025245",288,311,364,333,243,340
"ENSMUSG00000025246",1690,1874,1897,1822,1853,1732
"ENSMUSG00000025255",8781,9761,9010,10948,10932,9234
"ENSMUSG00000025257",19,22,27,23,18,26
"ENSMUSG00000025260",150,189,170,195,155,173
"ENSMUSG00000025261",9001,9159,9073,9447,8510,9105
"ENSMUSG00000025262",328,316,314,310,289,296
"ENSMUSG00000025264",226,207,196,243,199,175
"ENSMUSG00000025265",180,241,224,246,195,207
"ENSMUSG00000025266",1570,1671,1557,1780,1617,1638
"ENSMUSG00000025268",505,627,519,559,459,503
"ENSMUSG00000025269",414,438,422,408,456,486
"ENSMUSG00000025270",119,150,168,118,113,169
"ENSMUSG00000025271",17,20,18,18,17,15
"ENSMUSG00000025272",1269,1464,1265,1434,1238,1423
"ENSMUSG00000025277",53,52,48,67,52,69
"ENSMUSG00000025278",523,528,547,563,556,546
"ENSMUSG00000025279",0,1,5,2,0,3
"ENSMUSG00000025280",377,339,297,477,337,338
"ENSMUSG00000025283",38,28,40,38,27,43
"ENSMUSG00000025287",34,44,23,40,30,34
"ENSMUSG00000025288",0,0,0,0,0,0
"ENSMUSG00000025289",44,80,53,53,55,64
"ENSMUSG00000025290",69,66,50,63,61,49
"ENSMUSG00000025314",306,303,301,306,242,269
"ENSMUSG00000025316",510,466,445,479,487,523
"ENSMUSG00000025317",0,0,0,0,0,0
"ENSMUSG00000025318",304,340,231,385,302,329
"ENSMUSG00000025321",195,175,176,151,180,160
"ENSMUSG00000025323",1027,1073,976,1045,988,984
"ENSMUSG00000025324",5,18,19,15,16,18
"ENSMUSG00000025326",1256,1115,1064,1090,1192,1175
"ENSMUSG00000025328",0,0,1,0,0,0
"ENSMUSG00000025329",1,0,0,0,7,0
"ENSMUSG00000025330",1,4,8,0,1,0
"ENSMUSG00000025332",802,845,811,1091,919,955
"ENSMUSG00000025333",1,0,0,1,0,1
"ENSMUSG00000025337",141,159,141,169,167,144
"ENSMUSG00000025340",150,205,176,216,171,153
"ENSMUSG00000025347",0,0,0,0,0,0
"ENSMUSG00000025348",0,4,0,2,4,3
"ENSMUSG00000025350",18,20,10,20,20,30
"ENSMUSG00000025351",12,8,7,7,9,9
"ENSMUSG00000025352",544,649,539,779,602,562
"ENSMUSG00000025353",6,17,17,9,22,15
"ENSMUSG00000025354",287,316,254,344,332,281
"ENSMUSG00000025355",19,25,16,23,31,28
"ENSMUSG00000025357",43,46,77,38,68,63
"ENSMUSG00000025358",7,5,3,12,12,8
"ENSMUSG00000025359",5,4,2,1,0,3
"ENSMUSG00000025362",24,24,20,57,29,35
"ENSMUSG00000025364",652,670,565,723,635,628
"ENSMUSG00000025366",106,145,133,185,192,146
"ENSMUSG00000025369",2613,2790,2522,2991,2641,2695
"ENSMUSG00000025370",169,147,196,114,125,168
"ENSMUSG00000025371",66,88,50,111,62,85
"ENSMUSG00000025372",42,33,49,50,35,35
"ENSMUSG00000025373",369,376,332,384,351,373
"ENSMUSG00000025374",298,284,250,319,304,261
"ENSMUSG00000025375",400,442,344,463,378,449
"ENSMUSG00000025377",93,83,66,92,79,96
"ENSMUSG00000025380",37,34,27,34,20,33
"ENSMUSG00000025381",247,273,206,319,201,262
"ENSMUSG00000025383",0,0,2,3,5,0
"ENSMUSG00000025384",190,216,135,213,180,230
"ENSMUSG00000025386",0,3,4,2,0,1
"ENSMUSG00000025389",2,0,1,0,0,0
"ENSMUSG00000025393",2261,2190,2066,2296,2199,2195
"ENSMUSG00000025395",71,137,120,89,95,82
"ENSMUSG00000025396",0,0,0,0,0,0
"ENSMUSG00000025400",0,0,0,0,0,0
"ENSMUSG00000025401",15,12,10,12,7,12
"ENSMUSG00000025402",1,4,2,0,5,1
"ENSMUSG00000025403",129,164,104,181,155,148
"ENSMUSG00000025404",1328,1384,1229,1478,1235,1355
"ENSMUSG00000025405",3,0,1,0,0,0
